review_type,recommended_action,pm_hub_client,pm_hub_client_id,pm_hub_client_codes,psa_ticket_id,psa_customer_id,psa_customer_name,ticket_status,ticket_priority,ticket_type,ticket_title,match_type,match_confidence,match_soft,ticket_url,review_decision,review_notes
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Automated Telecom,322a59b7-e7b2-8141-8878-c95845f98c69,1064,127,1064,"Dialog Telecommunications, Inc.",,,,Contact Support: Cannot save company address in settings,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/127/customers/1064,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Automated Telecom,322a59b7-e7b2-8141-8878-c95845f98c69,1064,626,1064,"Dialog Telecommunications, Inc.",,,,Bypass token,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/626/customers/1064,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Automated Telecom,322a59b7-e7b2-8141-8878-c95845f98c69,1064,651,1064,"Dialog Telecommunications, Inc.",,,,Contact Support: Adding attachment feature not working,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/651/customers/1064,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Devera Technologies,358a59b7-e7b2-814c-a945-ef2011812ad4,21043,672,21043,Class 5 Technologies,,,,Contact Support: Customer Portal login page disappears,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/672/customers/21043,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Devera Technologies,358a59b7-e7b2-814c-a945-ef2011812ad4,21043,707,21043,Class 5 Technologies,,,,Contact Support: Closed accounts showing without inactive indicator,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/707/customers/21043,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Devera Technologies,358a59b7-e7b2-814c-a945-ef2011812ad4,21043,715,21043,Class 5 Technologies,,,,Contact Support: Account locked out after single login attempt,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/715/customers/21043,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Devera Technologies,358a59b7-e7b2-814c-a945-ef2011812ad4,21043,716,21043,Class 5 Technologies,,,,Contact Support: Task extending past business hours not displaying,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/716/customers/21043,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Devera Technologies,358a59b7-e7b2-814c-a945-ef2011812ad4,21043,782,21043,Class 5 Technologies,,,,Contact Support: Incomplete ticket information provided,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/782/customers/21043,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Devera Technologies,358a59b7-e7b2-814c-a945-ef2011812ad4,21043,783,21043,Class 5 Technologies,,,,"Contact Support: Template partially pulls, quote items missing",blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/783/customers/21043,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,Devera Technologies,358a59b7-e7b2-814c-a945-ef2011812ad4,21043,818,21043,Class 5 Technologies,,,,Ticket list does not allow for editing of time logs,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/818/customers/21043,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,40,23021,Orkestra,,,,Initial Setup and Administraion,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/40/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,41,23021,Orkestra,,,,Kickoff Call,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/41/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,42,23021,Orkestra,,,,Project Charter,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/42/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,396,23021,Orkestra,,,,Tax Setup,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/396/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,414,23021,Orkestra,,,,Product Catalog,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/414/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,415,23021,Orkestra,,,,Service Types,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/415/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,416,23021,Orkestra,,,,Usage Plans,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/416/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,417,23021,Orkestra,,,,Free Minutes,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/417/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,422,23021,Orkestra,,,,Bill Profiles,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/422/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,423,23021,Orkestra,,,,Bill Center,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/423/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,424,23021,Orkestra,,,,P1 Email Templates,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/424/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,427,23021,Orkestra,,,,Package / Product Groups,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/427/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,430,23021,Orkestra,,,,Collections,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/430/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,431,23021,Orkestra,,,,Custom Fields,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/431/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,432,23021,Orkestra,,,,Payments,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/432/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,636,23021,Orkestra,,,,First Round of Comparative,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/636/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,637,23021,Orkestra,,,,Activation,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/637/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,639,23021,Orkestra,,,,Bill Out Support,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/639/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,679,23021,Orkestra,,,,Bill Out Support,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/679/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,684,23021,Orkestra,,,,Kickoff,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/684/customers/23021,,
rejected_id_name_mismatch,Review whether the PSA customer should alias to the PM Hub client; otherwise leave rejected.,GuentherTech,31ea59b7-e7b2-81e2-bb2c-c42c0bdc3cc8,23021,842,23021,Orkestra,,,,Training,blocked_client_code_id_match,,,https://psainternal.psarev.io/tickets/842/customers/23021,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Automated Telecom,322a59b7-e7b2-8141-8878-c95845f98c69,1064,694,22953,Automated Telecom,New,High,Break/fix,"Contact Support: Gmail integration documentation needed, App Secret deprecated",exact-name,1,false,https://psainternal.psarev.io/tickets/694/customers/22953,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Automated Telecom,322a59b7-e7b2-8141-8878-c95845f98c69,1064,735,22953,Automated Telecom,New,Medium,Break/fix,Ticket Error/Unable to Update,exact-name,1,false,https://psainternal.psarev.io/tickets/735/customers/22953,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Automated Telecom,322a59b7-e7b2-8141-8878-c95845f98c69,1064,774,22953,Automated Telecom,New,Medium,Service Call,Unable to Connect GCalendar,exact-name,1,false,https://psainternal.psarev.io/tickets/774/customers/22953,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Automated Telecom,322a59b7-e7b2-8141-8878-c95845f98c69,1064,780,22953,Automated Telecom,New,Medium,Service Call,Contact Support: Profile update erasing custom account number,exact-name,1,false,https://psainternal.psarev.io/tickets/780/customers/22953,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Nevada Security Company,cae103a8-b3f0-4cbe-894c-44b5532fc9c6,22925,112,22925,Nevada Security Company,New,High,Break/fix,Contact Support: Image upload and customer address errors,client-code,1,false,https://psainternal.psarev.io/tickets/112/customers/22925,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Nevada Security Company,cae103a8-b3f0-4cbe-894c-44b5532fc9c6,22925,119,22925,Nevada Security Company,New,High,Break/fix,Contact Support: Accept button appears on every login,client-code,1,false,https://psainternal.psarev.io/tickets/119/customers/22925,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Nevada Security Company,cae103a8-b3f0-4cbe-894c-44b5532fc9c6,22925,121,22925,Nevada Security Company,New,Low,Tier 1 Support,Contact Support: Adjust billing amount on test account,client-code,1,false,https://psainternal.psarev.io/tickets/121/customers/22925,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Nevada Security Company,cae103a8-b3f0-4cbe-894c-44b5532fc9c6,22925,775,22925,Nevada Security Company,New,Medium,Break/fix,Contact Support: Categories not appearing in product dropdown,client-code,1,false,https://psainternal.psarev.io/tickets/775/customers/22925,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Nevada Security Company,cae103a8-b3f0-4cbe-894c-44b5532fc9c6,22925,790,22925,Nevada Security Company,New,High,Service Call,"Contact Support: Recurring payments failing, autopay enabled issue",client-code,1,false,https://psainternal.psarev.io/tickets/790/customers/22925,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Novalera,30ca59b7-e7b2-8065-b213-da8260670da6,23007,126,23007,Novalera Incorporated,New,High,Break/fix,Contact Support: User creation failing with error message,client-code,1,false,https://psainternal.psarev.io/tickets/126/customers/23007,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Popp Communications,322a59b7-e7b2-815e-8ecf-f373d1daef71,21754,737,23022,Popp Communications,New,Medium,Service Call,Wells Fargo Lockbox,exact-name,1,false,https://psainternal.psarev.io/tickets/737/customers/23022,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Popp Communications,322a59b7-e7b2-815e-8ecf-f373d1daef71,21754,738,23022,Popp Communications,New,Medium,Service Call,Product Catalog,exact-name,1,false,https://psainternal.psarev.io/tickets/738/customers/23022,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Popp Communications,322a59b7-e7b2-815e-8ecf-f373d1daef71,21754,739,23022,Popp Communications,New,Medium,Service Call,Service Types,exact-name,1,false,https://psainternal.psarev.io/tickets/739/customers/23022,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Popp Communications,322a59b7-e7b2-815e-8ecf-f373d1daef71,21754,740,23022,Popp Communications,New,Medium,Service Call,Usage Plan Groups,exact-name,1,false,https://psainternal.psarev.io/tickets/740/customers/23022,,
attached_ticket,Verify PM Hub client and PSA customer are the same customer; reject if not.,Popp Communications,322a59b7-e7b2-815e-8ecf-f373d1daef71,21754,741,23022,Popp Communications,New,Medium,Service Call,Tax Mapping,exact-name,1,false,https://psainternal.psarev.io/tickets/741/customers/23022,,
